subid,Gender,Choice,ReactionTime,Group,PartnerExpectation,IntrinsicReward,Timing,PartnerChoice
105,female,0,283,adult,0.631995743662433,2.25951209283504,1,1
105,female,1,249,adult,0.651606522592164,2.32962457790473,1,1
105,female,0,989,adult,0.670172252059538,2.3960008006317,1,1
105,female,1,397,adult,0.687748622273632,2.45883986473164,1,1
105,female,1,326,adult,0.704388355737689,2.51833026377406,1,1
105,female,0,443,adult,0.720141365396808,2.57465044659215,1,0
105,female,0,346,adult,0.574892901396303,2.05535792893534,1,1
105,female,1,278,adult,0.597546664739,2.13634969626026,1,1
105,female,0,587,adult,0.61899321936824,2.21302544925441,1,1
105,female,1,284,adult,0.639296896885611,2.28561518635243,1,1
105,female,1,355,adult,0.658518600691003,2.3543366494773,1,0
105,female,0,238,adult,0.525699101822991,1.87948018586027,1,1
105,female,0,261,adult,0.550974380301809,1.9698443978749,1,0
105,female,1,253,adult,0.439845945958406,1.57253785938204,1,1
105,female,1,252,adult,0.469696299945415,1.67925888794181,1,0
105,female,0,195,adult,0.374961197378157,1.34056181282192,1,1
105,female,0,1453,adult,0.408269230015358,1.45964473907103,1,1
105,female,0,664,adult,0.439802292789077,1.5723817905082,1,0
105,female,0,382,adult,0.351096643369377,1.25524122496405,1,1
105,female,1,265,adult,0.385676407202245,1.37887084641523,1,1
105,female,1,368,adult,0.418413431196402,1.49591230174145,1,0
105,female,0,267,adult,0.334021794889035,1.19419520208883,1,0
105,female,0,298,adult,0.266651477085404,0.95333274486198,1,1
105,female,0,255,adult,0.305731285304064,1.09305093148145,1,1
105,female,1,279,adult,0.3427285483717,1.22532359967804,1,1
105,female,0,340,adult,0.377754244169311,1.35054751773173,1,1
105,female,1,280,adult,0.410913436617253,1.46909831032186,1,0
105,female,1,278,adult,0.328034507043561,1.17278944196181,1,1
105,female,0,468,adult,0.363843241599849,1.30081288131312,1,1
105,female,0,306,adult,0.397743745028255,1.42201400998812,1,1
105,female,1,487,adult,0.429837706095012,1.53675638581026,1,1
105,female,0,349,adult,0.460221394618392,1.64538419277249,1,1
105,female,0,727,adult,0.488985950241975,1.74822327345976,1,0
105,female,0,355,adult,0.390360233676814,1.39561646957196,1,1
105,female,1,542,adult,0.422847658694991,1.51176555827983,1,0
105,female,0,265,adult,0.337561663635098,1.20685094592727,1,0
105,female,0,304,adult,0.26947737421029,0.963435896332248,1,0
105,female,0,237,adult,0.215125303120239,0.769116293502461,1,0
105,female,0,325,adult,0.171735739143949,0.613989861892137,1,0
105,female,1,241,adult,0.137097606239439,0.490151559251968,1,0
105,female,0,201,adult,0.109445789969376,0.391290745903783,1,1
105,female,0,250,adult,0.156903017534244,0.560959894233549,1,0
105,female,0,306,adult,0.125256561173088,0.447817437879285,1,0
105,female,0,167,adult,0.0999930171099701,0.357495178764553,1,0
105,female,0,738,adult,0.0798249878258913,0.285390411425539,1,0
105,female,0,653,adult,0.0637247366423185,0.227828770209178,1,0
105,female,1,995,adult,0.0508718155897509,0.18187698835344,1,1
105,female,0,619,adult,0.101450423526754,0.362705700284549,1,0
105,female,0,315,adult,0.0809884435634977,0.289550000054041,1,0
105,female,1,304,adult,0.0646535298998343,0.231149393200938,1,1
105,female,1,245,adult,0.114497716568732,0.409352401156727,1,0
105,female,0,252,adult,0.0914041709646549,0.326788323657622,1,0
105,female,0,92,adult,0.072968463652466,0.260876956327105,1,0
105,female,0,385,adult,0.058251134840008,0.208259541163404,1,1
105,female,0,27,adult,0.10843650222075,0.387682338891489,1,1
105,female,0,260,adult,0.155947514269286,0.557543777584717,1,1
105,female,0,235,adult,0.200926686161176,0.718353377703982,1,1
105,female,0,147,adult,0.243508938503297,0.87059350759727,1,1
105,female,1,303,adult,0.283822002044934,1.01472083042337,1,1
105,female,0,212,adult,0.321986800822019,1.15116767396968,1,1
105,female,0,229,adult,0.358117814883776,1.28034332747303,1,0
105,female,1,262,adult,0.285887465340636,1.02210527777249,1,1
105,female,0,757,adult,0.323942196520997,1.15815860748849,1,1
105,female,1,255,adult,0.359969008438044,1.28696171733402,1,1
105,female,0,270,adult,0.394075967984144,1.4089009682183,1,0
105,female,0,277,adult,0.314593061155608,1.12473356526711,1,1
105,female,1,51,adult,0.351118084231024,1.25531788036349,1,1
105,female,0,531,adult,0.385696705490157,1.37894341688341,1,1
105,female,0,494,adult,0.418432647797812,1.49598100496249,1,0
105,female,1,252,adult,0.334037135609997,1.1942500482565,1,1
105,female,1,259,adult,0.369525992828493,1.3211298616891,1,1
105,female,1,394,adult,0.403123665036502,1.44124830774885,1,1
105,female,0,508,adult,0.434930932620441,1.55496569661838,1,0
105,female,1,249,adult,0.347207809154791,1.24133785928002,1,0
105,female,1,272,adult,0.277177946419541,0.990966993183823,1,0
105,female,0,279,adult,0.221272713215684,0.791094522928157,1,0
105,female,0,261,adult,0.176643251190415,0.631535206027631,1,1
105,female,0,689,adult,0.220519556703566,0.788401836681461,1,0
105,female,0,518,adult,0.176042002111745,0.629385619455751,1,0
105,female,0,594,adult,0.140535320181017,0.50244207908631,1,0
105,female,1,412,adult,0.112190136339419,0.401102336997902,1,0
105,female,0,236,adult,0.0895620166919263,0.320202251049005,1,0
105,female,0,260,adult,0.0714978615379979,0.255619257529747,1,0
105,female,1,539,adult,0.0570771449027402,0.204062290649103,1,1
105,female,0,231,adult,0.107325073671643,0.38370875794223,1,0
105,female,1,247,adult,0.0856782098076882,0.306316859083677,1,0
105,female,0,151,adult,0.0683973966634211,0.244534471045396,1,0
105,female,0,242,adult,0.0546020263592572,0.195213243268196,1,1
105,female,0,66,adult,0.104981853066146,0.37533127225915,1,0
105,female,1,193,adult,0.083807603622244,0.299629065155747,1,0
105,female,0,35,adult,0.0669040812270451,0.239195567546845,1,0
105,female,0,251,adult,0.053409904249392,0.190951166584314,1,1
109,female,1,506,adult,0.0599214489754439,0.364214220209345,1,1
109,female,1,342,adult,0.513119437574845,3.11883973144853,1,1
109,female,1,290,adult,0.747837367623078,4.54550095749301,1,0
109,female,0,328,adult,0.0896229973319131,0.544746007384498,1,1
109,female,1,252,adult,0.528502308030655,3.21233980969163,1,1
109,female,1,267,adult,0.755804383369874,4.59392602860242,1,0
109,female,0,210,adult,0.0905777875870295,0.550549408239727,1,1
109,female,0,291,adult,0.528996808001857,3.21534547668541,1,1
109,female,0,369,adult,0.756060492206561,4.59548270791905,1,1
109,female,1,251,adult,0.873660126993917,5.31027615856697,1,1
109,female,1,379,adult,0.934566714282669,5.68047824103123,1,1
109,female,1,333,adult,0.966111135163483,5.87221136580545,1,1
109,female,1,345,adult,0.982448456510819,5.97151278218589,1,0
109,female,0,308,adult,0.117739470115633,0.715643396967926,1,1
109,female,1,1686,adult,0.543064244442702,3.30085009116405,1,1
109,female,1,329,adult,0.763346225253799,4.63976681028682,1,1
109,female,1,262,adult,0.877433515717501,5.33321154906579,1,1
109,female,1,329,adult,0.936521008019065,5.69235681842599,1,1
109,female,1,185,adult,0.967123292745935,5.87836345643285,1,1
109,female,1,219,adult,0.982972667867913,5.97469904076129,1,1
109,female,1,221,adult,0.991181293269552,6.02459266234033,1,1
109,female,1,238,adult,0.995432661570564,6.05043330566674,1,1
109,female,1,237,adult,0.997634507987778,6.06381655639879,1,0
109,female,0,189,adult,0.119559410533064,0.726705348761405,1,1
109,female,1,199,adult,0.544006818457451,3.30657923933455,1,1
109,female,1,233,adult,0.763834398253734,4.64273402071879,1,1
109,female,1,209,adult,0.877686347722348,5.33474831116123,1,1
109,female,0,346,adult,0.936651953447598,5.69315273020648,1,1
109,female,1,365,adult,0.967191111316864,5.8787756708961,1,1
109,female,1,1599,adult,0.983007792107181,5.97491253271842,1,1
109,female,1,303,adult,0.9911994846317,6.02470323297727,1,1
109,female,1,732,adult,0.995442083145627,6.05049057183225,1,1
109,female,1,375,adult,0.997639387560619,6.06384621539148,1,1
109,female,1,305,adult,0.998777403961721,6.07076330039526,1,1
109,female,1,262,adult,0.999366799459378,6.07434576085382,1,1
109,female,1,334,adult,0.999672056090409,6.07620117002258,1,1
109,female,1,290,adult,0.999830153006925,6.07716211382737,1,0
109,female,0,352,adult,0.119822542995029,0.728304719038415,1,1
109,female,1,330,adult,0.544143098644819,3.30740757681672,1,0
109,female,0,334,adult,0.065211685841571,0.39636930871044,1,0
109,female,0,338,adult,0.00781515741151675,0.0475020466146492,1,1
109,female,1,366,adult,0.486132819791805,2.95480982028991,1,1
109,female,1,304,adult,0.7338605997989,4.46054744449942,1,1
109,female,1,341,adult,0.862162474920652,5.24039119323813,1,0
109,female,1,1195,adult,0.103324049499001,0.628023666993968,1,1
109,female,1,315,adult,0.535598285252619,3.25547053925026,1,1
109,female,1,280,adult,0.759479494749684,4.61626407029311,1,1
109,female,1,270,adult,0.875430878894718,5.32103913299035,1,1
109,female,1,253,adult,0.935483812838356,5.68605254440716,1,0
109,female,0,252,adult,0.112111091116695,0.681433014822774,1,1
109,female,1,84,adult,0.540149223852605,3.28313202911332,1,1
109,female,1,346,adult,0.76183649304808,4.63059036433244,1,1
109,female,1,278,adult,0.876651603116016,5.32845893221003,1,1
109,female,1,300,adult,0.936116043937325,5.68989536798103,1,0
109,female,0,346,adult,0.11218685952377,0.68189354993618,1,1
109,female,1,310,adult,0.540188465429397,3.28337054704864,1,1
109,female,1,298,adult,0.761856816840127,4.63071389629301,1,0
109,female,0,392,adult,0.0913031287537597,0.554958172913202,1,0
109,female,0,376,adult,0.0109420315418336,0.0665077956834481,1,1
109,female,1,1364,adult,0.487752274074154,2.96465317836445,1,0
109,female,1,341,adult,0.0584536460071824,0.355292628314506,1,1
109,female,0,328,adult,0.512359240744551,3.11421910727329,1,0
109,female,0,317,adult,0.0614026162027436,0.373217042669658,1,0
109,female,0,290,adult,0.00735866746750294,0.044727411958192,1,0
109,female,1,215,adult,0.000881884034362473,0.00536026266691292,1,0
109,female,0,417,adult,0.000105687538334619,0.0006423894117808,1,0
109,female,0,153,adult,1.26659008713163e-05,7.69858087207773e-05,1,0
109,female,1,325,adult,1.51791826557722e-06,9.22620241819068e-06,1,1
109,female,1,209,adult,0.482086020524962,2.93021258733713,1,0
109,female,0,378,adult,0.0577745857613226,0.351165168078651,1,0
109,female,0,292,adult,0.006923873785549,0.0420846514019561,1,0
109,female,0,241,adult,0.000829777099506377,0.00504354658326332,1,0
109,female,0,273,adult,9.94428922581265e-05,0.000604433238488575,1,0
109,female,0,344,adult,1.19175243888318e-05,7.24370309183109e-05,1,1
109,female,1,958,adult,0.48209140663453,2.93024532515856,1,0
109,female,1,463,adult,0.0577752312483019,0.351169091474043,1,0
109,female,0,342,adult,0.0069239511425792,0.0420851215930298,1,1
109,female,0,442,adult,0.485671250905903,2.95200431483692,1,0
109,female,0,497,adult,0.0582042501599961,0.353776751853581,1,0
109,female,0,262,adult,0.00697536601223236,0.0423976311697853,1,0
109,female,0,302,adult,0.000835948077174055,0.00508105498563996,1,1
109,female,0,291,adult,0.482518184225145,2.93283936235269,1,1
109,female,1,305,adult,0.731988526666565,4.44916861992614,1,1
109,female,1,294,adult,0.861192900603081,5.23449793197615,1,1
109,female,1,372,adult,0.928109753648437,5.64123157856679,1,1
109,female,1,390,adult,0.96276697990994,5.85188493981353,1,1
109,female,1,247,adult,0.980716469126459,5.96098542603224,1,1
109,female,1,175,adult,0.990012774627163,6.01749017878203,1,0
109,female,0,402,adult,0.118645999919718,0.721153461416245,1,1
109,female,1,1002,adult,0.543533749613719,3.30370383490139,1,1
109,female,1,267,adult,0.763589388914407,4.6412448063057,1,1
109,female,1,257,adult,0.877559453767793,5.3339770250275,1,0
109,female,0,592,adult,0.105169268063731,0.639239264282751,1,1
109,female,1,273,adult,0.536553951193103,3.26127926269145,1,1
109,female,1,312,adult,0.759974448251268,4.61927249393275,1,1
109,female,1,325,adult,0.875687222621487,5.32259724001458,1,0
109,female,0,249,adult,0.104944894457523,0.637875477868745,1,1
109,female,1,305,adult,0.536437744789431,3.26057293757047,1,1
109,female,1,342,adult,0.759914263238946,4.61890667772326,1,1
109,female,1,642,adult,0.875656051914936,5.32240777839818,1,0
109,female,0,345,adult,0.104941158869719,0.637852772239585,1,0
109,female,0,332,adult,0.0125764525932716,0.0764421246911994,1,0
109,female,0,752,adult,0.00150719852471963,0.00916104574851646,1,0
109,female,0,443,adult,0.000180627038989704,0.00109788627076287,1,1
109,female,1,1187,adult,0.482178783783243,2.93077642046127,1,0
109,female,1,340,adult,0.0577857027790185,0.351232739474209,1,0
109,female,0,342,adult,0.00692520608116624,0.0420927493538184,1,0
109,female,0,258,adult,0.000829936765674074,0.00504451706528196,1,0
109,female,0,305,adult,9.94620271143681e-05,0.000604549543866099,1,0
109,female,0,198,adult,1.19198175654557e-05,7.24509692918007e-05,1,0
109,female,0,248,adult,1.4285054800901e-06,8.68273411928019e-06,1,1
109,female,0,251,adult,0.48208597421676,2.93021230586687,1,0
109,female,0,287,adult,0.0577745802116135,0.351165134346439,1,0
109,female,0,301,adult,0.00692387312045578,0.0420846473593902,1,0
109,female,0,251,adult,0.000829777019799678,0.0050435460987905,1,1
109,female,1,283,adult,0.482514988143411,2.93281993594635,1,0
109,female,0,289,adult,0.0578259944838447,0.351477640291948,1,0
109,female,0,239,adult,0.00693003475583601,0.0421220989775268,1,0
109,female,0,134,adult,0.000830515448039761,0.00504803440924095,1,1
113,female,1,662,adult,0.758279081624508,3.33970774565952,1,1
113,female,1,396,adult,0.883141995239418,3.8896446354547,1,0
113,female,0,382,adult,0.179780705640566,0.791812710778765,1,1
113,female,1,327,adult,0.60347167779628,2.65788557994324,1,1
113,female,1,356,adult,0.808301619590048,3.56002327532329,1,1
113,female,1,383,adult,0.907324982872424,3.99615437978012,1,1
113,female,1,328,adult,0.955197019498916,4.20699840198297,1,0
113,female,0,300,adult,0.194448905291528,0.856416233645635,1,0
113,female,0,305,adult,0.039583851286417,0.174340157796605,1,1
113,female,1,318,adult,0.5356946530206,2.35937351478622,1,1
113,female,1,755,adult,0.775535370242976,3.41571005425145,1,0
113,female,0,293,adult,0.157875287171348,0.695334121949923,1,1
113,female,1,354,adult,0.592881682056722,2.61124379375268,1,1
113,female,1,365,adult,0.803181972598531,3.53747468453798,1,1
113,female,1,1873,adult,0.904849931327328,3.98525344763472,1,1
113,female,1,68,adult,0.954000476033901,4.2017284353243,1,1
113,female,1,387,adult,0.977761905644158,4.30638150098359,1,1
113,female,1,325,adult,0.98924917481877,4.35697517126754,1,1
113,female,1,409,adult,0.994802601327798,4.38143426815759,1,1
113,female,1,394,adult,0.997487360039583,4.39325881888338,1,1
113,female,1,355,adult,0.998785284722442,4.39897530140502,1,1
113,female,1,342,adult,0.999412755815088,4.40173888821503,1,1
113,female,1,345,adult,0.999716101592625,4.40307492169848,1,1
113,female,1,445,adult,0.999862751632488,4.40372081617968,1,1
113,female,1,395,adult,0.999933648397119,4.40403306859402,1,1
113,female,1,309,adult,0.999967922859232,4.40418402447474,1,1
113,female,1,346,adult,0.999984492568149,4.40425700286298,1,1
113,female,1,381,adult,0.999992503058663,4.40429228366904,1,0
113,female,0,375,adult,0.203567895994375,0.896579235132698,1,1
113,female,1,990,adult,0.614971400792071,2.70853410090692,1,0
113,female,0,270,adult,0.125189372693339,0.551374721774583,1,1
113,female,1,429,adult,0.577079943525588,2.54164779691434,1,0
113,female,0,341,adult,0.117475830633468,0.517401773307334,1,1
113,female,0,889,adult,0.573350894584308,2.52522385230749,1,1
113,female,0,685,adult,0.793739972829674,3.4958890460485,1,1
113,female,1,394,adult,0.90028527361647,3.96514921018091,1,1
113,female,1,412,adult,0.951793729526024,4.19200920584315,1,0
113,female,0,308,adult,0.193756099518364,0.853364891649073,1,1
113,female,1,801,adult,0.610227967881881,2.68764247931921,1,1
113,female,1,426,adult,0.811567892878653,3.57440900541362,1,1
113,female,1,746,adult,0.908904036030398,4.00310904355799,1,1
113,female,1,381,adult,0.955960399857934,4.21036057741373,1,1
113,female,1,359,adult,0.978709414817541,4.3105546396104,1,0
113,female,0,338,adult,0.199235310019724,0.877497117098692,1,1
113,female,1,1044,adult,0.612876847470604,2.69930900671546,1,1
113,female,1,371,adult,0.812848472092358,3.58004909284657,1,1
113,female,1,349,adult,0.909523121597576,4.00583569778602,1,1
113,female,1,336,adult,0.956259691721637,4.21167875614191,1,1
113,female,1,404,adult,0.978854105025854,4.31119190235592,1,1
113,female,1,349,adult,0.989777189693955,4.35930072054249,1,1
113,female,1,376,adult,0.995057865808889,4.38255853597052,1,1
113,female,1,411,adult,0.997610765569179,4.39380233697987,1,1
113,female,1,435,adult,0.998844944118335,4.39923806079189,1,0
113,female,0,379,adult,0.203334288084018,0.895550349902218,1,1
113,female,0,589,adult,0.614858464954808,2.70803669474129,1,1
113,female,1,397,adult,0.813806468888659,3.58426842237637,1,0
113,female,1,366,adult,0.165666112607404,0.729647451546377,1,0
113,female,0,305,adult,0.0337245548120655,0.148533910078964,1,0
113,female,0,326,adult,0.00686528813510157,0.0302369622433246,1,1
113,female,1,668,adult,0.519877130754875,2.28970800124626,1,0
113,female,0,281,adult,0.105831087092814,0.46611453468851,1,1
113,female,1,344,adult,0.56772133837852,2.50042945546772,1,0
113,female,0,315,adult,0.11557070479162,0.509010979357377,1,0
113,female,0,304,adult,0.023526661591019,0.103619070931914,1,0
113,female,0,349,adult,0.00478930890502332,0.0210936743925411,1,0
113,female,0,337,adult,0.000974956846257005,0.00429402710694935,1,0
113,female,0,317,adult,0.000198471401806307,0.000874132616825443,1,0
113,female,0,481,adult,4.04027085775001e-05,0.000177946671682971,1,1
113,female,1,382,adult,0.516577695608661,2.27517621554738,1,0
113,female,0,377,adult,0.105159422986703,0.463156307471092,1,0
113,female,0,323,adult,0.0214072429702304,0.0942844618734939,1,0
113,female,0,351,adult,0.00435786008111157,0.0191934334205934,1,0
113,female,0,298,adult,0.000887127058489276,0.00390719615035866,1,0
113,female,0,320,adult,0.000180591942663541,0.000795385662525488,1,1
113,female,1,633,adult,0.51664546894948,2.27547471138719,1,0
113,female,0,281,adult,0.10517321956653,0.463217072096715,1,0
113,female,0,295,adult,0.0214100515320134,0.0942968316932186,1,1
